id,b,c,v,t
40008004,40,8,4,"Ða cwæð se hælend to hym. warne þe þæt þu hyt nane gume ne segge. ac gä. & atewe þe þam sacerde. & bring hym þa lac þe moyses be-bead on heore ge-cyðnisse."
40008005,40,8,5,"Soðlice þa se hælend in-eode on capharnaum. þa ge-neahlahte him an hundredes ealdor. hine biddende"
40008006,40,8,6,"& þus cweðende. Drihten. min cnape lið on mine huse lame. & mid yfele ge-þred."
40008007,40,8,7,"Ða  se hælend to hym. ich cume & hine ge-hæle."
40008008,40,8,8,"Þa answerede se hundredes ealdor & þus cwæð. Drihtem (sic) ne eom ic wurðe þæt þu ingange under mine þecene äc cweð þin an worð (sic). & min cnape beoð ge-hæled."
40008009,40,8,9,"Soðlice ic eom man under anwealde ge-set. & ic hæbbe þeignes under me. & ic cweðe to þisen gang. & hyo gað. & ich cweðe to oðren cum. & hye cumeð. to minen þeowe werc þis. & he wercð."
40008010,40,8,10,"Witodlice þa se hælend þis gehyrde. þa wundrede he. & cwæð to þan þe hym fylgden. Soð ich segge eow. ne gemette ich swa mychele geleafan on israel."
40008011,40,8,11,"To soðen ic segge eow ðæt manege cumeð fram þan east-dæle. & west-dæle. & wunieð mid abrahame. & ysace. & Iacobe. on heofene riche."
40008012,40,8,12,"Witodlice þis riches bearn beoð aworpene on þa ytemesten þeostre. þar beoð wop. & toþene gristbitung."
40008013,40,8,13,"& se hælend cwæð to þam hundredes ealdre. Ga. & gewurðe þe swa swa þu ge-lyfdest. & se cnape wæs ge-hæled on þare ylcan tide."
40008014,40,8,14,"Þa se hælend com on peteres huse þa geseah he his swygre liggende. & hriðiende."
40008015,40,8,15,"& he æt-ran hyre hand & se feofer hyo for-let. þa aras hyo. & þeignede hym."
40008016,40,8,16,"Soðliche ða hyt æfen wæs. hyo brohten hym manege deofel-seoke. & he ut-adraf þa unclæne gastes. mid hys worde. & he ealle ge-hælde þa yfel-hæbbenden."
40008017,40,8,17,"þæt wære ge-fylled þæt þe gecweðen wæs þurh ysaian þane witega. þus cweðende. He on-feng ure untrumnysse. & he bær ure adle."
40008018,40,8,18,"Ða ge-seah se hælend mycele manige ymbuton hine þa het he hyo faren ofer þane muðe."
40008019,40,8,19,"Ða neahleahte hym an bokere. & cwæð. Lareow ich felgie þe swa hwider swa þu færst."
40008020,40,8,20,"Ða cweð se hælend to hym. Foxas hæbbeð holo. & heofene fugeles nyst. soðlice mannes sune næfð hwær he hys heafod änhelde."
40008021,40,8,21,"Ða cwæð to hym oðer of hys leorning-cnihton. Drihten alyf me ærest to farene to be-berienne minne fæder."
40008022,40,8,22,"þa cwæð se hælend to heom. felgieð me. & læt þan deade be-byrian hyra deadan."
40008023,40,8,23,"& he on-stah on scyp. & hys leorning-cnihtes hym felgdon."
40008024,40,8,24,"Ða warð mychel steriung ge-worðen on þare sæ. swa þt þt scip wærð ofergoten mid yþum. witodlice he slep."
40008025,40,8,25,"& hyo ge-neohlahton. & hyo awehten hine þus cweðende. Drihten hæl us. we motan for-wurðen."
40008026,40,8,26,"Þa cwæð he to heom. to hwi sænde ge offirhte ge litles geleafan. Ða aras he. & bebead þam winde. & þare sæ. & þær warð ge-worðen mychel smoltnyss."
40008027,40,8,27,"Ge-witodlice þa men wundreden & þus cwæðen. hwæt is þes. þe windes & sæ. hym hersumiað."
40008028,40,8,28,"Þa se hælend com ofer þanne muþun on ge-raseniscre riche. þa urnen hym to-genes twegen þe hæfden deofel-seocnysse. of beregene ut-gangende. þa wæren swiðe reþe swa þæt nan man ne mihte faren þurh þanne weig."
40008029,40,8,29,"And hyo remden & cwæðen. La hælend godes sune hwæt ys þe & us ge-mæne. come þu hider ær tide us to þreatigenne."
40008030,40,8,30,"Þær wæs soðlice un-feor an swyna heord manegre manne læswiende."
40008031,40,8,31,"þa deofle soðlice hine bæden þus cweðende. gif þu us ut-adrifst äsend us on þas swina heordan."
40008032,40,8,32,"Ða cwæð se hælend to heom farað. & hyo þa ut-gangende & ferden on þa swin. & þær-rihte ferde eall seo heord miclum on-ræse niwel on þa sæ. & hyo wurðon deade on þam wætere."
40008033,40,8,33,"Ða heordes witodlice flugen ænd comen on þa ceastre ænd kydden ealle þas þing & be þam þe þa deofel-seocnysse hæfdon."
40008034,40,8,34,"Ða eode eall syo ceaster-ware togenes þam hælende & þa þa hyo. hine ge-sægen þa beden hyo hine þæt he ferde fram here gemæron."
40009001,40,9,1,"Þa astah he on scyp & ofer-seglede & com on his ceastre"
40009002,40,9,2,"þa brohten hyo hym enne lamen on bedde liggend. þa ge-seah se hælend heora ge-leafan. ænd cwæð to þam lamen. la barn ge-lef. þe beoð þine synne for-gefene."
40009003,40,9,3,"Ða cwæðen sume þa bokeres heom beo-twenen. Þes specð bismere-spræce."
40009004,40,9,4,"þa se hælend ge-seah hire ge-þanc. þa cwæð he. to hwi þence ge yfel on eowren heorten."
40009005,40,9,5,"hwæt ys eaðlicere to cweðenne þe beoð forgefene þine synna. oððe to cweðene aris & ga."
40009006,40,9,6,"þæt ge soðlice witon þæt mannes sunu hafð anwald on eorþan synnen to for-gefene. þa cwæð he to þam lamen aris nym þin bed. & gang on þin hus."
40009007,40,9,7,"& he aras & ferde to his huse."
40009008,40,9,8,"Soðlice þa þa syo manige þis ge-seagen. þa on-dredden hyo heom & wuldredon god þe sealde swilcne anweald mannen."
40009009,40,9,9,"Þa se hælend þanen ferde. he ge-seah enne mann sittende æt tol-scamele. þas name wæs matheus. & he cwæð to hym. gefelge me. & he aras & felgide him."
40009010,40,9,10,"& hit wæs ge-worðen. þa he sæt innen huse & þa coman manega manfulle. & synfulle. & sæten mid þam hælende & hys leorning-cnihten."
40009011,40,9,11,"Ða þa sinder-halgan þis ge-sægen. þa cweðen hyo to his leorning-cnihten. hwi is eower lareow mid sinfullen & manfullen."
40009012,40,9,12,"& se hælend cweð þe þis ge-hyrde. Nis halen læches nan þarf. ac seoken."
40009013,40,9,13,"gad soðlice & leornieð hwæt is. ich wille mildhertnysse næs onsægdnisse. Soðlice ne com ich rihtwise to ge-cheigene ac þa synfulle."
40009014,40,9,14,"Ða ge-neahlahten iohannes leorning-cnihtes to him. & þus cwæðen. hwi feste we. & þa sunder-halgan ge-lomliche. Sodlice þine leorning-cnihtes ne fæsteð."
40009015,40,9,15,"Se hælend cwæð to heom. Cweðe ge sculon þas bredguman cnihtas wepan þa hwile þe se bredgume mid heom beoð. Soðlice þa dages cumeð þe se bredgume byð aferred fram heom. & þanne on þan dagen hyo fæsted."
40009016,40,9,16,"Ne deð witodlice nan man niwes claðes scyp  eald reaf. he to-bræcð his stede on þa reafe. & se scyte (sic) beoð þa werse."
40009017,40,9,17,"Ne hyo ne doð niwe win on ealde bytton gyf hyo doð. þa bytton beoð to-brokene. & þt win agoten. & þa bytton for-wurðeð. Ac hyo doð niwe win on niwe bytten & ægðer beoð ge-healden."
40009018,40,9,18,"Þa he þas þing to heom spræc þa genehlahte an aldor & ge-eadmede hine þus cweðende. Drihten min dohter ys dead. Ac cum & sete þine hand up-on hyo & hye lefeð."
40009019,40,9,19,"& se hælend aras. & felgede hym. & his leorning-cnihtes."
40009020,40,9,20,"Ænd þa an wif þe þolede blod-rine twelf gear ge-neahlahte wið-æften. & æt-ran his reafes fned."
40009021,40,9,21,"hyo cwæð soðlice on hire mode. for an ich byo hal gyf ich his reafes æt-rine."
40009022,40,9,22,"& se hælend be-wende hine & hyo ge-seah & cwæð. Ge-lyf dohter þin ge-leafe þe helde. & þæt wif wæs ge-hæled on þare tide."
40009023,40,9,23,"Ænd þa se hælend com in-to þas ealdres halle. & he geseah hwistleres & hlydende menigeo."
40009024,40,9,24,"he cwæð. Gað heonen. nis þis mægdon dead. soðlice ac hyo slæpð. & hye teldan hine."
40009025,40,9,25,"& he þa menigeo ut-draf. he geode in. & nam hire hand. & þt mægden aras."
40009026,40,9,26,"& þes hlisa sprang ofer al þæt land."
40009027,40,9,27,"Ða se hælend þanen for. þa fylgdon hym twegen blinde remende & cweðende. Lä dauiðes sunu ge-miltse unc."
40009028,40,9,28,"Soðlice þa he ham com. þa blinde ge-neahlahte hym to. & se hælend cwæð to heom. ge-lyfe gyt þæt ich eow maig ge-hælen. Hyo cwæðen to hym witodlice drihten."
40009029,40,9,29,"þa æt-ran he heora eagen cweðende syo inc æfter yncre ge-leafen."
40009030,40,9,30,"& heora eagen wæren untynde. & se hælend be-bead heom cweðende. warnieð þæt ge hyt nane men ne seggen."
40009031,40,9,31,"Hyo soðlice ut-gangende ge-wið-mærsedon hine ofer eal þt land."
40009032,40,9,32,"Þa hyo wæron soðlice ut-äganne. hyo brohten him dumbne man se wæs deofel-seoc."
40009033,40,9,33,"& ut-adrifene þam deofle se dumbe spræc. & þa menigeo wundredon cweðende. Næfre ateowede swilc on israele folke."
40009034,40,9,34,"Soðlice þa sunder-halgene cwæðen on deofla ealdre he drifð ut deofle."
40009035,40,9,35,"Ænd se hælend emb-for ealle burga ænd chestra lærende on hire samnunge & bodiende  rices godspel. & hælende ælche adle. & ælche untrumnysse."
40009036,40,9,36,"He gemiltsede soðlice þare manigeo. þa he hyo geseah. forþan hyo wæren ä-dreahte & liggende swa swa scep þe heorde næbbeð."
40009037,40,9,37,"Ða he sægde his leorning-cnihton. witodlice mycel rip ys. & feawe ripmen."
40009038,40,9,38,"biddað þas ripes hlaford þt he sende ripten (sic) to his ripe."
40010001,40,10,1,"Ænd to-somne ge-cheigde his twelf leorning-cnihton. he sealde heom unclænre gaste anweald. þæt hyo adrifen hyo ut & helden adle & ælche untrumnysse."
40010002,40,10,2,"Þis sende soðlice þare twelf apostle namen. Se forme ys symon þe is ge-nemned petrus. & Andreas his broðer. Iacobus zebedei. & Iohannes his broðer."
40010003,40,10,3,"Philippus. & Bartholomeus. & thomas. & Matheus publicanus. & Iacobus alphei. & Taddeus."
40010004,40,10,4,"Symon chaneus. & Iudas scarioth. þe hine be-læwde."
40010005,40,10,5,"Þas twelf se hælend sende heom be-bydende & cweðende. ne fare ge on ðeode weig. & ne gä ge innan samaritane ceastre."
40010006,40,10,6,"ac gað ma to þam scepan þe for-wurdon isræle hywrædene."
40010007,40,10,7,"Se Hælend cwæð to his leorning-cnihten gað & bodieð cweðende þæt heofene riche geneohlæceð."
40010008,40,10,8,"Hæled untrume. ä-weccheð deade. clænsieð hreofle. drifeð ut deofle. ge on-fengen to gyfe. sylled to gyfe."
40010009,40,10,9,"næbben ge gold ne selfer ne feoh on eowren bygerdlen."
40010010,40,10,10,"ne cod on weige. ne twa tunekan. ne ge-scy. ne gyrde. soðlice se wercta is wurðe his metas (sic)."
40010011,40,10,11,"On swa hwilce burh oððe ceastre swa ge ingað. acsiað hwa sy wurðe on þare. ænd wuniað þær oð ge ut-gan."
40010012,40,10,12,"þanne ge ingan soðlice on þæt hus greteð hyt cweðende. syo sibban þisum huse."
40010013,40,10,13,"& gyf þæt hus witodlice wurðe byeð. eower sib cymð ofer hit. Gyf hyt soðlice wurðe ne byð. eower sibbe to eow gecherreð."
40010014,40,10,14,"And swa hwa swa eow ne underfehð. ne owre spraece ne gehyreð. þanne ge ut-gan of þam huse oððe of þare ceastre. ä-scakeð þæt dust of eowren foten."
40010015,40,10,15,"Soðlice ic eow segge acumendlicre beoð sodome lande & gomorre on domes daig þane þare cestre."
40010016,40,10,16,"Nu ich eow sænde swa scep onmang wulfen. beoð eornestlice gleawe swa næddren. & bylehwitte swa culfren."
40010017,40,10,17,"warniað eow soðlice fram mannen. hyo selled eow soðlice on ge-moten & swingað eow on heora ge-somnenga."
40010018,40,10,18,"& ge beoð ge-lædde to demen. & to kyningen. for me. to heora dome & þeodon."
40010019,40,10,19,"þonne be-læweð sylled eow. Ne þenche ge hu oððe hwæt ge sprecan. eow beoð ge-seald soðlice on þare tyde hwæt ge spræken."
40010020,40,10,20,"ne synde ge na þe þær sprecað. ac eowres fæder gast þe sprecð on eow."
40010021,40,10,21,"Soðlice se broðer sylled his broðer to deaðe & fæder hys sune. & bearn arisað on-gen mages. & to deaðe hyo fordoð"
40010022,40,10,22,"& ge beoð on hatigunge eallen mannen for minen namen. Soðlice se þurh-wuneð oð ende se beoð hal."
40010023,40,10,23,"Þonne hyo eow ehtað on þisse berig. fleoð on oðre. Ænd þanne hyo eow on þare ehtniað fleoð on þa þridden. Soðlice ic eow segge ne be-fare ge israele burgan ær þan þe mannes sune cume."
40010024,40,10,24,"Nis se leorning-cniht ofer his lareow. ne þeow ofer hys hlaford."
40010025,40,10,25,"ge-noh beoð soðlice þam leorning-cnihte þæt he beo swilce his lareow. & þeow swilce his hlaford. Gyf hy þas hyrdes fæder belzebub clypodon mycele swiðer hyo eow clepiað."
40010026,40,10,26,"eornestlice ne ondræde ge hyo. Nis soðlice nan þing dihle þæt ne wurð geswuteled. ne nan þing ge-hyð þæt ne wurð geopened."
40010027,40,10,27,"Þæt ic segge eow on þeostre. seggeð hyt on lihte. & þæt ge on eare ge-hyreð bodyað  uppon hrofen."
40010028,40,10,28,"& ne on-drædon ge þa þe owre lichamen of-sleað. ne mugen hyo soðlice þa sawle of-slean. ac on-drædeð ma þanne þe maig sawle & lic-hamen for-don on helle."
40010029,40,10,29,"Hu ne be-chypeð hyo twegan sparewon to panige. & an of þam ne befalð on eorðen buton owren fæder."
40010030,40,10,30,"Ænd soðlice ealle eowres hæfdes lockes synd ge-tealde."
40010031,40,10,31,"Ne ondræde ge ge synd selren þanne manega sparewan."
40010032,40,10,32,"Ælcne eornestlice þe me kyð be-foren mannen. ic kyðe hine be-fore mine fæder. þe on heofene ys."
40010033,40,10,33,"Se þe me wið-sæcð be-foran mannen. & ic wið-sake hine be-foran mine fæder. þe on hefene ys."
40010034,40,10,34,"Ne wene ge þt ic come sybbe on eorþan to sændenne. ne com ic sybbe to sendenne ac swurd."
40010035,40,10,35,"Ich com soðlice man äsundrian on-gen his fæder. & dohter on-gen hyra moder. & snore on-gean hire swegre."
40010036,40,10,36,"& mannes fynd hys ge-husan."
40010037,40,10,37,"Se hælend cwæð to hys leorning-cnihten se þe lufeð fæder oþþe moder mä þonne me. nys he me wurþe. & se þe lufeð sune oððe dother swiðere þanne me. nys he me wurðe."
40010038,40,10,38,"& se þe ne nymð his cwelminge. & felh me nys he me wurðe."
40010039,40,10,39,"Se þe met hys sawle se for-spilð hyo. & se þe for-spylð his sawle for me he ge-met hyo."
40010040,40,10,40,"Se þe eow under-fehð. he under-fehð me. & se þe me under-fehð. he under-fehð þane þe me sente."
40010041,40,10,41,"Se þe under-fehð witegan on witegena name. he on-fehð witegena mede. Ænd se þe underfehð rihtwisne on rihtwises namen. he on-fehð rihtwises meden."
40010042,40,10,42,"& swa hwilc swa syld ænne drinc chealdes wæteres änan þissa lytlera manne on leorning-cnihtes naman. soð ic segge eow ne amerð he his mede."
40011001,40,11,1,"& hit wæs geworðen þa se hælend þis ge-endyde hys twelf leorning-cnihtes be-beodende. hë for þanen þæt he lærde & bodede on heora burgan."
40011002,40,11,2,"Ða Iohannes on benden ge-hyrde cristes weorc. þa sente he to hym twegen. his leorning-cnihtes."
40011003,40,11,3,"& cwæð. Eart þu þe to cumene ert. oððe we oðres sculon abyden."
40011004,40,11,4,"Se hælend answerede & cwæð to heom. gað & kyðað iohanne. þa þing þe ge ge-hyrden & ge-seagen."
40011005,40,11,5,"Blinde ge-seoð. healte gað. hrefle synd aclensede. deafe ge-hereð. deade arisað. þærfen bodigeð."
40011006,40,11,6,"& eadig ys se þe ne swicð  on me."
40011007,40,11,7,"Ða hyo ut-eoden soðlice þa on-gan se hælend seggen be Iohanne. & cwæð to þam menige. hwi eode ge ut on wæsten geseon winde aweged reod."
40011008,40,11,8,"oððe hwi eode ge ut ge-seon man hnescen certlen ge-scridne. Nu þa þe sind hnescen certlen ge-scridde senden on kynges husen."
40011009,40,11,9,"Ac hwæt geode ge ut witegan to ge-seon. ic eow segge eac mare þanne witegan."
40011010,40,11,10,"þes is soðlice be þam awriten ys. nu ich sænde minne ængel be-foran þine anseone. se þe gerewað þinne weig beforen þe."
40011011,40,11,11,"Soðliche ich eow segge ne aras be-twux wifen bearnen mare Iohanne þan fulluhtere. Soðlice se læsse ïs. is on heofene riche hym mare."
40011012,40,11,12,"Soðlice fram iohannes dagen fulluhteres oð þis. heofene rice þoleð nead  strece nymað þæt."
40011013,40,11,13,"Soðlice ealle witegan & lage. witegedan oððe iohannes."
40011014,40,11,14,"& gyf ge willeð ge-lyfan he is helias þe to cumene ys."
40011015,40,11,15,"se þe earan hæbbe to geherene ge-hyre."
40011016,40,11,16,"Soðlice hwam telle ic þas cneornysse geliche. heo is gelich sittendon cnapen on foretige þa rymað to heora efenlicon."
40011017,40,11,17,"& cweðeð. we sungen eow. & ge ne fricodon. & we cwyddun & ge ne weapan."
40011018,40,11,18,"Soðlice iohannes com ne etende ne drinkende. & hyo cwæðan he hafð deofel-seocnysse."
40011019,40,11,19,"Mannes sunu com etende & drinkende & hyo cweðeð. her is ætul man & win-drinkinde. manfulre & synfulre freond. & wisdom ys gerihtwiseð fram heora bearmen (sic)."
40011020,40,11,20,"Þa on-gan he hysfan þa burga on þam wæren gedon manega his mænega. for-þan þe hy ne deden deadbote."
40011021,40,11,21,"Wa þe corozaim. wa þe bethsaida. for þam gyf on tyro & sydon wæren ge-done þa manige þe syndde don on eow. ge-fern hyo deden deadbote on hæren & on æscan."
40011022,40,11,22,"Þeah ic segge ync tyre & sydonie byoð for-gyfendlicur on domes daig þanne eow."
